Act_No,Title,PDF_URL,Status
P.U. (B) 507/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 103726 MUKIM PETALING,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_PUB507.pdf,P.U.(B)
P.U. (B) 506/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 43401 MUKIM BATU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_PUB506.pdf,P.U.(B)
P.U. (B) 505/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 18592 MUKIM PETALING,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_PUB505.pdf,P.U.(B)
P.U. (B) 504/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 150 BANDAR KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_PUB504.pdf,P.U.(B)
P.U. (B) 503/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 480025 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_pub503.pdf,P.U.(B)
P.U. (B) 502/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_PUB502.pdf,P.U.(B)
P.U. (B) 501/2020,DECLARATION OF QUARANTINE STATIONS (NO. 18) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201012_PUB501.pdf,P.U.(B)
P.U. (B) 500/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201013_P.U. (B) 500.pdf,P.U.(B)
P.U. (B) 499/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB499.pdf,P.U.(B)
P.U. (B) 498/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB498.pdf,P.U.(B)
P.U. (B) 497/2020,DECLARATION OF QUARANTINE STATIONS (NO. 17) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4972020.pdf,P.U.(B)
P.U. (B) 496/2020,RESERVATION OF LAND FOR A PUBLIC PURPOSE FOR LOT 481721 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4962020.pdf,P.U.(B)
P.U. (B) 495/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 43688 MUKIM PETALING,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4952020.pdf,P.U.(B)
P.U. (B) 494/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 481343 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4942020.pdf,P.U.(B)
P.U. (B) 493/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 481344 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4932020.pdf,P.U.(B)
P.U. (B) 492/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20010 CITY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201008_PUB4922020.pdf,P.U.(B)
P.U. (B) 491/2020,RESULTS OF CONTESTED ELECTION AND STATEMENTS OF THE POLL AFTER THE OFFICIAL ADDITION OF VOTES - SABAH - CORRIGENDUM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201006_PUB491_2020.pdf,P.U.(B)
P.U. (B) 490/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7369 KAMPUNG SUNGAI BEDAUN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201006_PUB490_2020.pdf,P.U.(B)
P.U. (B) 489/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR 6850 KAMPUNG SUNGAI KELING,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201006_PUB489_2020.pdf,P.U.(B)
P.U. (B) 488/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 55307 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201001_PUB488.pdf,P.U.(B)
P.U. (B) 487/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20089 CITY KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201001_PUB487.pdf,P.U.(B)
P.U. (B) 486/2020,REVOCATION OF DESIGNATION AND REVOCATION OF DESIGNATION OF AREA UNDER REGULATION 285,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200930_PUB486_2020.pdf,P.U.(B)
P.U. (B) 485/2020,REVOCATION OF MINISTER’S DIRECTION UNDER REGULATION 285,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200930_PUB485_2020.pdf,P.U.(B)
P.U. (B) 484/2020,RESULTS OF CONTESTED ELECTION AND STATEMENTS OF THE POLL AFTER THE OFFICIAL ADDITION OF VOTES - STATE CONSTITUENCIES FOR THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB484.pdf,P.U.(B)
P.U. (B) 483/2020,"AMENDMENT OF NOTICE OF NEGATIVE FINAL DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF FLAT ROLLED PRODUCT OF IRON ALLOY OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC, USING HOT DIP PROCESS (GALVANISED IRON COILS/SHEETS OR GALVANISED STEEL COILS/SHEETS) ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA AND SOCIALIST REPUBLIC OF VIET NAM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB483.pdf,P.U.(B)
P.U. (B) 482/2020,"AMENDMENT OF NOTICE OF AFFIRMATIVE FINAL DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF FLAT ROLLED PRODUCT OF IRON ALLOY OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC, USING HOT DIP PROCESS (GALVANISED IRON COILS/SHEETS OR GALVANISED STEEL COILS/SHEETS) ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA AND SOCIALIST REPUBLIC OF VIET NAM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB482.pdf,P.U.(B)
P.U. (B) 481/2020,DECLARATION OF QUARANTINE STATIONS (NO. 16) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB481.pdf,P.U.(B)
P.U. (B) 480/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB480.pdf,P.U.(B)
P.U. (B) 479/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB479.pdf,P.U.(B)
P.U. (B) 479/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB479.pdf,P.U.(B)
P.U. (B) 478/2020,REVOCATION OF DECLARATION OF ROADS AT FEDERAL TERRITORY OF LABUAN AS DESIGNATED FEDERAL TERRITORY ROADS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB478.pdf,P.U.(B)
P.U. (B) 477/2020,CHANGE OF NAME OF NATIONAL MEASUREMENT STANDARDS LABORATORY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB477.pdf,P.U.(B)
P.U. (B) 476/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200929_PUB476.pdf,P.U.(B)
P.U. (B) 475/2020,NOTIFICATION OF VALUES OF PALM KERNEL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200925_PUB475.pdf,P.U.(B)
P.U. (B) 474/2020,NOTIFICATION OF VALUES OF CRUDE PALM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200925_PUB474.pdf,P.U.(B)
P.U. (B) 473/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200924_PUB473.pdf,P.U.(B)
P.U. (B) 472/2020,APPOINTMENT UNDER SUBSECTION 134(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200924_PUB472.pdf,P.U.(B)
P.U. (B) 471/2020,APPOINTMENT UNDER SUBSECTION 3(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200922_PUB 471.pdf,P.U.(B)
P.U. (B) 470/2020,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200922_PUB470_2020.pdf,P.U.(B)
P.U. (B) 469/2020,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200922_PUB469_2020.pdf,P.U.(B)
P.U. (B) 467/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200917_PUB467_2020.pdf,P.U.(B)
P.U. (B) 466/2020,NOTICE UNDER SECTION 70,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200915_PUB 466.pdf,P.U.(B)
P.U. (B) 465/2020,NOTICE UNDER SECTION 70,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200915_PUB 465.pdf,P.U.(B)
P.U. (B) 464/2020,NOTICE UNDER SUBREGULATION 11(5A)  POLLING HOURS FOR THE GENERAL ELECTION OF  THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH - CORRIGENDUM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200915_PUB 464.pdf,P.U.(B)
P.U. (B) 463/2020,NOTICE OF CONTESTED ELECTION LEGISLATIVE ASSEMBLY FOR THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200923_PUB4632020.pdf,P.U.(B)
P.U. (B) 462/2020,NOTICE OF INITIATION OF SAFEGUARD INVESTIGATION FOR A PRELIMINARY DETERMINATION WITH REGARD TO CERAMIC FLOOR AND WALL TILES PRODUCTS  IMPORTED INTO MALAYSIA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200921_PUB4622020.pdf,P.U.(B)
P.U. (B) 461/2020,DECLARATION OF QUARANTINE STATIONS (NO. 15) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200911_PUB461.pdf,P.U.(B)
P.U. (B) 460/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200911_PUB460.pdf,P.U.(B)
P.U. (B) 459/2020,APPOINTMENT AND REVOCATION OF APPOINTMENT OF REGISTRAR FOR PERSONS WITH DISABILITIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200910_PUB459.pdf,P.U.(B)
P.U. (B) 458/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION OF RENT OF PARCEL OR PROVISIONAL BLOCK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200910_PUB 458.pdf,P.U.(B)
P.U. (B) 457/2020,NOTICE UNDER SUBREGULATION 11(5A) POLLING HOURS FOR THE GENERAL ELECTION OF THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH - CORRIGENDUM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200909_PUB457.pdf,P.U.(B)
P.U. (B) 456/2020,"NOTICE OF AFFIRMATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF FLAT ROLLED PRODUCT OF IRON ALLOY OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC, USING HOT DIP PROCESS (GALVANISED IRON COILS/SHEETS OR GALVANISED STEEL COILS/SHEETS) ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA AND SOCIALIST REPUBLIC OF VIET NAM - CORRIGENDUM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200909_PUB456.pdf,P.U.(B)
P.U. (B) 455/2020,APPOINTMENT UNDER SUBSECTION 134(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200909_PUB455.pdf,P.U.(B)
P.U. (B) 454/2020,APPOINTMENT OF MEMBER OF THE AUTHORITY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200908_PUB454.pdf,P.U.(B)
P.U. (B) 453/2020,NOTICE UNDER SUBREGULATION 11(5A) POLLING HOURS FOR THE GENERAL ELECTION OF THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200904_PUB453.pdf,P.U.(B)
P.U. (B) 452/2020,APPOINTMENT OF ASSISTANT PROTECTORS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200904_PUB452.pdf,P.U.(B)
P.U. (B) 451/2020,APPOINTMENT OF MEMBERS OF THE COMMISSION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200903_PUB451.pdf,P.U.(B)
P.U. (B) 450/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1681841/PUB450.pdf,P.U.(B)
P.U. (B) 449/2020,RESULTS OF CONTESTED ELECTION AND STATEMENT OF THE POLL AFTER THE OFFICIAL ADDITION OF VOTES FOR THE BY-ELECTION OF N.58 SLIM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200901_PUB 449.pdf,P.U.(B)
P.U. (B) 448/2020,TEMPORARY EXERCISE OF MINISTERIAL FUNCTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200828_PUB448.pdf,P.U.(B)
P.U. (B) 447/2020,NOTIFICATION OF VALUES OF PALM KERNEL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_P.U. (B) 447.pdf,P.U.(B)
P.U. (B) 446/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_PUB 446.pdf,P.U.(B)
P.U. (B) 445/2020,APPOINTMENT UNDER SUBSECTION 5(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1681665/P.U. (B) 445.pdf,P.U.(B)
P.U. (B) 444/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 201719 MUKIM SETAPAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_P.U. (B) 444.pdf,P.U.(B)
P.U. (B) 443/2020,RESERVATION OF LAND FOR A PUBLIC PURPOSE FOR LOT 81522 MUKIM BATU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_P.U. (B) 443.pdf,P.U.(B)
P.U. (B) 442/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 481706 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_PUB 442.pdf,P.U.(B)
P.U. (B) 441/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 480897 MUKIM KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_PUB 441.pdf,P.U.(B)
P.U. (B) 440/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20004 CITY KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200827_PUB 440.pdf,P.U.(B)
P.U. (B) 439/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1681643/PUB439.pdf,P.U.(B)
P.U. (B) 438/2020,APPOINTMENT UNDER SUBSECTION 134(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB 438.pdf,P.U.(B)
P.U. (B) 437/2020,APPOINTMENT AND TERMINATION OF APPOINTMENT OF CHAIRMAN AND MEMBERS OF THE LAW REVISION COMMITTEE - CORRIGENDUM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB 437.pdf,P.U.(B)
P.U. (B) 436/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - SARAWAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB436.pdf,P.U.(B)
P.U. (B) 435/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB435 - SABAH.pdf,P.U.(B)
P.U. (B) 434/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - FEDERAL TERRITORY OF LABUAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB434_2020 LABUAN.pdf,P.U.(B)
P.U. (B) 433/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - JOHORE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB433 - JOHOR (002).pdf,P.U.(B)
P.U. (B) 432/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - MALACCA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB432 - MELAKA.pdf,P.U.(B)
P.U. (B) 431/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - NEGERI SEMBILAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB431_2020 NEGERI SEMBILAN.pdf,P.U.(B)
P.U. (B) 430/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - FEDERAL TERRITORY OF PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB430 - PUTRAJAYA.pdf,P.U.(B)
P.U. (B) 429/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB429_2020 KL.pdf,P.U.(B)
P.U. (B) 428/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - SELANGOR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB428 - SELANGOR.pdf,P.U.(B)
P.U. (B) 427/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - PAHANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB427 PAHANG.pdf,P.U.(B)
P.U. (B) 426/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - PERAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB426 - PERAK.pdf,P.U.(B)
P.U. (B) 425/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - PENANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB425 - PULAU PINANG.pdf,P.U.(B)
P.U. (B) 424/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - TERENGGANU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB424 -TERENGGANU.pdf,P.U.(B)
P.U. (B) 423/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - KELANTAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB423   -KELANTAN.pdf,P.U.(B)
P.U. (B) 422/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - KEDAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB422   -KEDAH.pdf,P.U.(B)
P.U. (B) 421/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE  SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2020 - PERLIS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200826_PUB 421 - PERLIS.pdf,P.U.(B)
P.U. (B) 420/2020,APPOINTMENT OF PROBATION OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200825_PUB420_2020.pdf,P.U.(B)
P.U. (B) 419/2020,APPOINTMENT OF PROTECTORS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200825_PUB419.pdf,P.U.(B)
P.U. (B) 418/2020,APPOINTMENT OF AUTHORIZED OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200825_PUB418.pdf,P.U.(B)
P.U. (B) 417/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB417.pdf,P.U.(B)
P.U. (B) 416/2020,APPOINTMENT OF JUDGES OF THE SYARIAH SUBORDINATE COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB 416.pdf,P.U.(B)
P.U. (B) 415/2020,APPOINTMENT OF JUDGES OF THE SYARIAH HIGH COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB 415.pdf,P.U.(B)
P.U. (B) 414/2020,APPOINTMENT OF JUDGES OF THE SYARIAH APPEAL COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB414.pdf,P.U.(B)
P.U. (B) 413/2020,APPOINTMENT OF CHIEF SYARIAH JUDGE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB413.pdf,P.U.(B)
P.U. (B) 412/2020,NOTIFICATION OF VALUES OF CRUDE PALM OIL UNDER SECTION 12,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200824_PUB 412.pdf,P.U.(B)
P.U. (B) 411/2020,DECLARATION OF ANIMAL AND BIRD DISEASE 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200821_PUB4112020.pdf,P.U.(B)
P.U. (B) 410/2020,REVOCATION OF DECLARATIONS OF QUARANTINE STATIONS (NO. 4) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB4102020.pdf,P.U.(B)
P.U. (B) 409/2020,REVOCATION OF DECLARATIONS OF QUARANTINE STATIONS (NO. 3) 2020,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200818_PUB409.pdf,P.U.(B)
P.U. (B) 408/2020,FATWA UNDER SECTION 34,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200818_PUB408.pdf,P.U.(B)
P.U. (B) 407/2020,FATWA UNDER SECTION 34,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200818_PUB407.pdf,P.U.(B)
P.U. (B) 406/2020,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1681210/PUB406.pdf,P.U.(B)
P.U. (B) 405/2020,NOTICE TO HOLD A GENERAL ELECTION TO THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200817_PUB405.pdf,P.U.(B)
P.U. (B) 404/2020,NOTIFICATION UNDER SUBREGULATION 3(3) FOR THE PURPOSE OF GENERAL ELECTION FOR THE SEAT OF THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200817_PUB404.pdf,P.U.(B)
P.U. (B) 403/2020,NOTIFICATION UNDER PARAGRAPH 3(1)(e) FOR THE PURPOSE OF GENERAL ELECTION FOR THE SEAT OF THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200817_PUB403.pdf,P.U.(B)
P.U. (B) 402/2020,DETERMINATION OF ELECTORAL ROLL FOR THE GENERAL ELECTION OF THE LEGISLATIVE ASSEMBLY OF THE STATE OF SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200817_P.U. (B) 402.pdf,P.U.(B)
P.U. (B) 401/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 81509 MUKIM BATU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB4012020.pdf,P.U.(B)
P.U. (B) 400/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 81483 MUKIM BATU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200817_P.U. (B) 400.pdf,P.U.(B)
P.U. (B) 399/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 80793 MUKIM BATU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB3992020.pdf,P.U.(B)
P.U. (B) 398/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 643 TOWN PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB3982020.pdf,P.U.(B)
P.U. (B) 397/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 10016 TOWN PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB3972020.pdf,P.U.(B)
P.U. (B) 396/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 1351 TOWN PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20200819_PUB3962020.pdf,P.U.(B)
