Start_Index,Act_No,Title,Date_of_Royal_Assent,Publication_Date,Date_of_Commencement,PDF_URL
100,746,CONSTRUCTION INDUSTRY PAYMENT AND ADJUDICATION ACT 2012,18/06/2012,22/06/2012,15/04/2014,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_746_BI_Act 746 BI.pdf
100,745,PINGAT TENTERA UDARA (REMEMBRANCE ALLOWANCE) ACT 2012,15/05/2012,17/05/2012,07/01/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120517_745_BI_Act 745 BI.pdf
100,744,JASA PERKASA PERSEKUTUAN (REMEMBRANCE ALLOWANCE) ACT 2012,15/05/2012,17/05/2012,07/01/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120517_744_BI_Act 744 BI.pdf
100,743,LIMITED LIABILITY PARTNERSHIPS ACT 2012,02/02/2012,09/02/2012,26/12/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_743_BI_JW001761 Act 743-BI.pdf
100,742,FINANCE ACT 2012,02/02/2012,09/02/2012,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/742_BI/ACT 742.pdf
100,741,POSTAL SERVICES ACT 2012,02/02/2012,09/02/2012,01/04/2013,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_741_BI_JW001761 BI Act 741.pdf
100,740,VETERANS ACT 2012,30/01/2012,09/02/2012,15/10/2015,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_740_BI_JW001760 BI Act 740(BI).pdf
100,739,PERUMAHAN RAKYAT 1MALAYSIA ACT 2012,30/01/2012,09/02/2012,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_739_BI_JW001760 BI Act 739(BI).pdf
100,738,MEDICAL DEVICE AUTHORITY ACT 2012,30/01/2012,09/02/2012,15/03/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_738_BI_JW001759 Act 738(BI).pdf
100,737,MEDICAL DEVICE ACT 2012,30/01/2012,09/02/2012,30/06/2013,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_737_BI_JW001759 Act 737 (BI).pdf
100,736,PEACEFUL ASSEMBLY ACT 2012,30/01/2012,09/02/2012,23/04/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120209_736_BI_JW001759 Act 736 (BI).pdf
100,735,BANISHMENT (REPEAL) ACT 2011,25/12/2011,30/12/2011,31/12/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20111230_735_BI_JW1640 (Act 735 BI).pdf
100,734,RESTRICTED RESIDENCE (REPEAL) ACT 2011,25/12/2011,30/12/2011,31/12/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20111230_734_BI_JW1640 (Act 734 BI).pdf
100,733,KAMPONG BHARU DEVELOPMENT CORPORATION ACT 2011,25/12/2011,30/12/2011,01/04/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20111230_733_BI_JW1640 (Act 733 BI).pdf
100,732,NATIONAL WAGES CONSULTATIVE COUNCIL ACT 2011,26/08/2011,15/09/2011,23/09/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110915_AKTA 732_BI_Act 732 BI.pdf
100,731,MONEY SERVICES BUSINESS ACT 2011,26/08/2011,15/09/2011,01/12/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110915_AKTA 731_BI_Act 731 BI.pdf
100,730,TRADE DESCRIPTIONS ACT 2011,05/08/2011,18/08/2011,01/11/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110818_730_BI_A730 BI.pdf
100,729,NATIONAL SPORTS INSTITUTE ACT 2011,05/08/2011,18/08/2011,15/09/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110818_729_BI_A729 BI.pdf
100,728,MALAYSIAN QUARANTINE AND INSPECTION SERVICES ACT 2011,05/08/2011,18/08/2011,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110818_728_BI_AKTA 728 (BI).pdf
100,727,FOOD ANALYSTS ACT 2011,23/05/2011,02/06/2011,15/03/2014,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20110602_727_BI_Food Analysts Act 2011.pdf
100,726,SUSTAINABLE ENERGY DEVELOPMENT AUTHORITY ACT 2011,23/05/2011,02/06/2011,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/738_BI/Act 726 - Gazette.pdf
100,725,RENEWABLE ENERGY ACT 2011,23/05/2011,02/06/2011,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 725.pdf
100,724,NATIONAL VISUAL ARTS DEVELOPMENT BOARD ACT 2011,24/01/2011,27/01/2011,27/08/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act724 - Salinan Asal.pdf
100,723,PRICE CONTROL AND ANTI-PROFITEERING ACT 2011,24/01/2011,27/01/2011,01/04/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 723 - ori.pdf
100,722,FEES (MALAYSIAN METEOROLOGICAL DEPARTMENT) (VALIDATION) ACT 2010,24/01/2011,27/01/2011,28/01/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act722 ori.pdf
100,721,INTERNATIONAL ISLAMIC LIQUIDITY MANAGEMENT CORPORATION ACT 2011,24/01/2011,27/01/2011,25/10/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act721 ori.pdf
100,720,MALAYSIA DEPOSIT INSURANCE CORPORATION ACT 2011,24/01/2011,27/01/2011,31/12/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 720 ori.pdf
100,719,FINANCE ACT 2010,17/01/2011,27/01/2011,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/731_BI/ACT 719.pdf
100,718,AGENSI INOVASI MALAYSIA ACT 2010,29/12/2010,30/12/2010,15/04/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 718 ori.pdf
100,717,PERBADANAN STADIUM MALAYSIA  2010,29/12/2010,30/12/2010,01/03/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act717 ori.pdf
100,716,WILDLIFE CONSERVATION ACT 2010,21/10/2010,04/11/2010,28/12/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act716 ori.pdf
100,715,LAND PUBLIC TRANSPORT ACT 2010,02/06/2010,10/06/2010,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act715 ori.pdf
100,714,SURUHANJAYA PENGANGKUTAN AWAM DARAT ACT 2010,01/06/2010,01/06/2010,03/06/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 714 ori.pdf
100,714,SURUHANJAYA PENGANGKUTAN AWAM DARAT ACT 2010,10/12/2018,13/12/2018,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1695975_BI/WJW240906 Act 714 (Repealed by Act 811).pdf
100,713,COMPETITION COMMISSION ACT 2010,02/06/2010,10/06/2010,01/01/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 713 ori.pdf
100,712,COMPETITION ACT 2010,02/06/2010,10/06/2010,01/01/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 712 ori.pdf
100,711,WHISTLEBLOWER PROTECTION ACT 2010,02/06/2010,10/06/2010,15/12/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 711 ori.pdf
100,710,CREDIT REPORTING AGENCIES ACT 2010,02/06/2010,10/06/2010,15/01/2014,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 710 ori.pdf
100,709,PERSONAL DATA PROTECTION ACT 2010,02/06/2010,10/06/2010,15/11/2013,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 709 ori.pdf
100,708,STRATEGIC TRADE ACT 2010,02/06/2010,10/06/2010,01/01/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act708 ORI 2010.pdf
100,707,LABUAN LIMITED PARTNERSHIPS AND LIMITED LIABILITY PARTNERSHIPS ACT 2010,31/01/2010,11/02/2010,11/02/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 707 ori.pdf
100,706,LABUAN FOUNDATIONS ACT 2010,31/01/2010,11/02/2010,11/02/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 706 ori.pdf
100,705,LABUAN ISLAMIC FINANCIAL SERVICES AND SECURITIES ACT 2010,31/01/2010,11/02/2010,11/02/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 705 (2).pdf
100,704,LABUAN FINANCIAL SERVICES AND SECURITIES ACT 2010,31/01/2010,11/02/2010,11/02/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 704.pdf
100,703,JUDGES' ETHICS COMMITTEE ACT 2010,06/01/2010,14/01/2010,04/03/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 703.pdf
100,702,FINANCE ACT 2010,06/01/2010,14/01/2010,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/714_BI/ACT 702.pdf
100,701,CENTRAL BANK OF MALAYSIA ACT 2009,19/08/2009,03/09/2009,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 701.pdf
100,700,ENFORCEMENT AGENCY INTEGRITY COMMISSION ACT 2009,19/08/2009,03/09/2009,01/04/2011,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 700.pdf
100,699,DEOXYRIBONUCLEIC ACID (DNA) IDENTIFICATION ACT 2009,19/08/2009,03/09/2009,01/09/2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 699.pdf
100,698,FEED ACT 2009,19/08/2009,03/09/2009,01/01/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Salinan Warta Act 698.pdf
100,697,FEE (NATIONAL AGRICULTURE TRAINING COUNCIL) (VALIDATION) ACT 2009,18/04/2009,30/04/2009,01/05/2009,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 697_2009.pdf
100,696,WITNESS PROTECTION ACT 2009,18/04/2009,30/04/2009,15/04/2010,
100,695,JUDICIAL APPOINTMENTS COMMISSION ACT 2009,01/06/2009,08/01/2009,02/02/2009,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 695 Warta.pdf
100,694,MALAYSIAN ANTI-CORRUPTION COMMISSION ACT 2009,01/06/2009,08/01/2009,01/01/2009,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 694.pdf
100,693,FINANCE ACT 2009,06/01/2009,08/01/2009,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/705_BI/ACT 693.pdf
100,692,NATIONAL KENAF AND TOBACCO BOARD ACT 2009,06/01/2009,08/01/2009,01/04/2010,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Copy - Act 692.pdf
100,691,EMERGENCY (ESSENTIAL POWERS) ACT 1964,,12/04/2008,,
100,690,SALVATION ARMY (INCORPORATED) ACT 1956,04/12/2008,04/12/2008,,
100,689,GEOLOGISTS ACT 2008,22/08/2008,27/08/2008,28/11/2014,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Warta Act 689.pdf
100,688,EAST COAST ECONOMIC REGION DEVELOPMENT COUNCIL ACT 2008,20/02/2008,25/02/2008,13/06/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Salinan Warta Act 688.pdf
100,687,NORTHERN CORRIDOR IMPLEMENTATION AUTHORITY ACT 2008,05/02/2008,14/02/2008,13/06/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Gazette Act 687.pdf
100,686,INTERNATIONAL TRADE IN ENDANGERED SPECIES ACT 2008,05/02/2008,14/02/2008,28/12/2009,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Warta Act 686.pdf
100,685,PERSONS WITH DISABILITIES ACT 2008,09/01/2008,24/01/2008,07/07/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Salinan Warta Act 685.pdf
100,684,BANK PERTANIAN MALAYSIA BERHAD ACT 2008,16/01/2008,24/01/2008,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 684-warta.pdf
100,683,FINANCE ACT 2007,27/12/2007,28/12/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/695_BI/ACT 683.pdf
100,682,UNIVERSITY OF MALAYA ACT 1961,06/12/2007,,01/01/1962,
100,681,WIDOWS AND ORPHANS PENSION ACT 1915,,12/06/2007,,
100,680,ELECTRONIC GOVERNMENT ACTIVITIES ACT 2007,29/08/2007,30/08/2007,01/01/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 680.pdf
100,679,MALAYSIAN QUALIFICATIONS AGENCY ACT 2007,29/08/2007,30/08/2007,01/11/2007,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 679.pdf
100,678,BIOSAFETY ACT 2007,28/08/2007,29/08/2007,01/12/2009,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 678.pdf
100,677,HIRE PURCHASE REGISTRATION (SARAWAK) (REPEAL) ACT 2007,29/08/2007,30/08/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 677.pdf
100,676,EVIDENCE OF CHILD WITNESS ACT 2007,29/08/2007,30/08/2007,31/12/2007,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 676.pdf
100,675,NATIONAL MEASUREMENT SYSTEM ACT 2007,29/08/2007,30/08/2007,15/02/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 675.pdf
100,674,PATHOLOGY LABORATORY ACT 2007,29/08/2007,30/08/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Ogos 2007  Original Act 674.pdf
100,673,SOLID WASTE AND PUBLIC CLEANSING MANAGEMENT CORPORATION ACT 2007,29/08/2007,29/08/2007,01/06/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Aug 2007  Original Act 673.pdf
100,672,SOLID WASTE AND PUBLIC CLEANSING MANAGEMENT ACT 2007,28/08/2007,29/08/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Julai 2007  Original Act 672.pdf
100,671,CAPITAL MARKETS AND SERVICES ACT 2007,27/07/2007,31/07/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Julai 2007  Original Act 671.pdf
200,670,ANTI-TRAFFICKING IN PERSONS AND ANTI-SMUGGLING OF MIGRANTS ACT 2007,18/07/2007,26/07/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Julai 2007  Original Act 670.pdf
200,669,INTERNATIONAL ISLAMIC TRADE FINANCE CORPORATION ACT 2007,18/07/2007,26/07/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Julai 2007  Original Act 669.pdf
200,668,YOUTH SOCIETIES AND YOUTH DEVELOPMENT ACT 2007,18/07/2007,26/07/2007,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Julai 2007 Original Act 668.pdf
200,667,LABUAN NATIVE TITLE ACT 2007,18/07/2007,26/07/2007,15/01/2010,
200,666,MALAYSIAN BIOFUEL INDUSTRY ACT 2007,18/07/2007,26/07/2007,01/08/2008,
200,665,MALAYSIA CO-OPERATIVE SOCIETIES COMMISSION ACT 2007,18/07/2007,19/07/2007,01/01/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/677_BI/Act665(bi).pdf
200,664,ISKANDAR REGIONAL DEVELOPMENT AUTHORITY ACT 2007,02/12/2007,13/02/2007,17/02/2007,
200,663,BUILDING AND COMMON PROPERTY (MAINTENANCE AND MANAGEMENT) ACT 2007,02/12/2007,13/02/2007,,
200,662,RETIREMENT FUND ACT 2007,12/02/2007,13/02/2007,01/03/2007,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 662- Warta.pdf
200,661,FINANCE ACT 2006,29/12/2006,31/12/2006,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/673_BI/ACT 661.pdf
200,660,BASELINES OF MARITIME ZONES ACT 2006,29/12/2006,31/12/2006,01/05/2007,
200,659,INTERNATIONAL INTERESTS IN MOBILE EQUIPMENT (AIRCRAFT) ACT 2006,30/08/2006,31/08/2006,19/10/2006,
200,658,ELECTRONIC COMMERCE ACT 2006,30/08/2006,31/08/2006,19/10/2006,
200,657,SAFEGUARDS ACT 2006,30/08/2006,31/08/2006,22/11/2007,
200,656,MALAYSIAN PEPPER BOARD ACT 2006,30/08/2006,31/08/2006,01/01/2007,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 656 - Malaysian Pepper Board Act 2006.pdf
200,655,WATER SERVICES INDUSTRY ACT 2006,10/07/2006,20/07/2006,01/01/2008,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Salinan Warta Water Services Industry Act 2006 [Act 655].pdf
200,654,SURUHANJAYA PERKHIDMATAN AIR NEGARA ACT 2006,10/07/2006,20/07/2006,01/02/2007,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/666_BI/ACT  654 ORI.pdf
200,653,AKADEMI SENI BUDAYA DAN WARISAN KEBANGSAAN ACT 2006,15/06/2006,29/06/2006,01/08/2006,
200,652,NATIONAL SKILLS DEVELOPMENT ACT 2006,15/06/2006,29/06/2006,01/09/2006,
200,651,MALAYSIAN HEALTH PROMOTION BOARD ACT 2006,15/06/2006,29/06/2006,01/04/2007,
200,650,LOAN (LOCAL) ACT 1961,,30/03/2006,,
200,649,GOVERNMENT LOANS (NOTICE OF TRUSTS) ACT 1947,,,01/07/1941,
200,648,LOAN (LOCAL) ACT 1957,,,19/12/1957,
200,647,ANIMALS ACT 1953,,,30/04/1953,
200,646,ARBITRATION ACT 2005,30/12/2005,31/12/2005,15/03/2006,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/gazette act 646.pdf
200,645,NATIONAL HERITAGE ACT 2005,30/12/2005,31/12/2005,01/03/2006,
200,644,FINANCE ACT 2005,30/12/2005,31/12/2005,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/656_BI/ACT 644.pdf
200,643,LANGKAWI INTERNATIONAL YACHTING COMPANIES ACT 2005,19/08/2005,01/09/2005,,
200,642,MALAYSIA DEPOSIT INSURANCE CORPORATION ACT 2005,02/08/2005,11/08/2005,15/08/2005,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/ACT 642- MANSUH.pdf
200,641,CHEMICAL WEAPONS CONVENTION ACT 2005,09/06/2005,16/06/2005,01/09/2006,
200,640,SKILLS DEVELOPMENT FUND ACT 2004,28/12/2004,31/12/2004,01/06/2006,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/001. Act 640-Warta.pdf
200,639,FINANCE ACT 2004,24/12/2004,30/12/2004,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/651_BI/ACT 639.pdf
200,638,NATIONAL ANTI-DRUGS AGENCY ACT 2004,24/12/2004,30/12/2004,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 638-Salinan Warta.pdf
200,637,LOAN (LOCAL) ACT 1959,,11/05/2004,,
200,636,DIPLOMATIC PRIVILEGES (VIENNA CONVENTION) ACT 1966,,,09/12/1965,
200,635,FEES (MARINE PARKS MALAYSIA) (VALIDATION) ACT 2004,06/08/2004,12/08/2004,13/08/2004,
200,634,PROTECTION OF NEW PLANT VARIETIES ACT 2004,25/06/2004,01/07/2004,01/01/2007,
200,633,MALAYSIAN MARITIME ENFORCEMENT AGENCY ACT 2004,25/06/2004,01/07/2004,15/02/2005,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 633 ORIGINAL.pdf
200,632,DEMUTUALISATION (KUALA LUMPUR STOCK EXCHANGE) ACT 2003,26/12/2003,31/12/2003,02/01/2004,
200,631,FINANCE ACT 2003,17/12/2003,25/12/2003,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/643_BI/ACT 631.pdf
200,630,LANGKAWI INTERNATIONAL YACHT REGISTRY ACT 2003,29/07/2003,07/08/2003,02/10/2003,
200,629,NATIONAL ARCHIVES ACT 2003,29/07/2003,07/08/2003,10/10/2003,
200,628,NATIONAL SERVICE TRAINING ACT 2003,29/07/2003,07/08/2003,16/11/2003,
200,627,PAYMENT SYSTEMS ACT 2003,29/07/2003,07/08/2003,01/11/2003,
200,626,HOTELS (FEDERAL TERRITORY OF KUALA LUMPUR) ACT 2003,29/07/2003,07/08/2003,01/04/2004,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A626.pdf
200,625,NATIONAL LAND CODE (VALIDATION) ACT 2003,12/05/2003,29/05/2003,30/05/2003,
200,624,FINANCE (NO. 2) ACT 2002,20/12/2002,26/12/2002,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/636_BI/ACT 624.pdf
200,623,ISLAMIC FINANCIAL SERVICES BOARD ACT 2002,24/07/2002,01/08/2002,03/11/2002,
200,622,CAPITATION GRANT ACT 2002,24/07/2002,01/08/2002,01/01/2002,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act 622.pdf
200,621,MUTUAL ASSISTANCE IN CRIMINAL MATTERS ACT 2002,14/05/2002,30/05/2002,01/05/2003,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/633_BI/MUTUAL ASSISTANCE IN CRIMINAL MATTERS 2002.pdf
200,620,FILM CENSORSHIP ACT 2002,29/01/2002,07/02/2002,01/04/2002,
200,619,FINANCE ACT 2002,29/01/2002,07/02/2002,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/631_BI/ACT 619.pdf
200,618,DEVELOPMENT FINANCIAL INSTITUTIONS ACT 2002,29/01/2002,07/02/2002,15/02/2002,
200,617,INTELLECTUAL PROPERTY CORPORATION OF MALAYSIA ACT 2002,14/01/2002,24/01/2002,03/03/2003,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/001. Gazette copy - Act 617 of 2002(1).pdf
200,616,PANGLIMA GAGAH BERANI (REMEMBRANCE ALLOWANCE) ACT 2001,22/12/2001,27/12/2001,28/12/2001,
200,615,MENTAL HEALTH ACT 2001,06/09/2001,27/09/2001,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/act615y2001-Original.pdf
200,614,COMPANIES COMMISSION OF MALAYSIA ACT 2001,06/09/2001,27/09/2001,16/04/2002,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/act614y2001-Original.pdf
200,613,"ANTI-MONEY LAUNDERING, ANTI-TERRORISM FINANCING AND PROCEEDS OF UNLAWFUL ACTIVITIES ACT 2001",25/06/2001,05/07/2001,15/01/2002,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/625_BI/ACT 613.pdf
200,612,PEMBANGUNAN SUMBER MANUSIA BERHAD ACT 2001,15/02/2001,01/03/2001,16/05/2001,
200,611,CHILD ACT 2001,15/02/2001,01/03/2001,01/08/2002,
200,610,ENERGY COMMISSION ACT 2001,15/02/2001,01/03/2001,01/05/2001,
200,609,PERBADANAN LABUAN ACT 2001,15/02/2001,01/03/2001,01/07/2001,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/act609y2001-Original.pdf
200,608,FINANCE (NO. 2) ACT 2000,21/12/2000,23/12/2000,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/620_BI/ACT 608.pdf
200,607,PORT WORKERS (REGULATION OF EMPLOYMENT) (DISSOLUTION) ACT 2000,21/12/2000,23/12/2000,01/01/2001,
200,606,OPTICAL DISCS ACT 2000,18/08/2000,31/08/2000,15/09/2000,
200,605,STATUTORY BODIES (DISCIPLINE AND SURCHARGE) ACT 2000,18/08/2000,31/08/2000,01/11/2000,
200,604,PUBLIC SERVICE TRIBUNAL (DISSOLUTION) ACT 2000,18/08/2000,31/08/2000,01/01/2000,
200,603,ANTI-PERSONNEL MINES CONVENTION IMPLEMENTATION ACT 2000,30/05/2000,15/06/2000,01/10/1999,
200,602,GEOGRAPHICAL INDICATIONS ACT 2000,30/05/2000,15/06/2000,15/08/2001,
200,601,LAYOUT-DESIGNS OF INTEGRATED CIRCUITS ACT 2000,30/05/2000,15/06/2000,,
200,600,FINANCE ACT 2000,30/05/2000,15/06/2000,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/612_BI/ACT 600.pdf
200,599,CONSUMER PROTECTION ACT 1999,27/08/1999,09/09/1999,15/11/1999,
200,598,STATUTORY BODIES (POWER TO BORROW) ACT 1999,27/08/1999,09/09/1999,10/09/1999,
200,597,HUMAN RIGHTS COMMISSION OF MALAYSIA ACT 1999,27/08/1999,09/09/1999,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/609_BI/HUMAN RIGHTS COMMISSION OF MALAYSIA 1999_compressed (1).pdf
200,596,SOUTH INDIAN LABOUR FUND (DISSOLUTION) ACT 1999,27/08/1999,09/09/1999,19/11/1999,
200,595,CONSULAR RELATIONS (VIENNA CONVENTION) ACT 1999,27/08/1999,09/09/1999,01/11/1991,
200,594,TOURISM VEHICLES LICENSING ACT 1999,30/06/1999,08/07/1999,22/06/2000,
200,593,CRIMINAL PROCEDURE CODE,01/01/1927,01/01/1927,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/605_BI/ACT 593 (2).pdf
200,592,WINDFALL PROFIT LEVY ACT 1998,24/12/1998,31/12/1998,01/01/1999,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/604_BI/Act 592 Act Asal.pdf
200,591,FINANCE (NO. 2) ACT 1998,24/12/1998,31/12/1998,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/603_BI/ACT 591.pdf
200,590,FRANCHISE ACT 1998,24/12/1998,31/12/1998,08/10/1999,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/602_BI/ACT 590.pdf
200,589,MALAYSIAN COMMUNICATIONS AND MULTIMEDIA COMMISSION ACT 1998,23/09/1998,15/10/1998,01/11/1998,
200,588,COMMUNICATIONS AND MULTIMEDIA ACT 1998,23/09/1998,15/10/1998,28/09/1967,
200,587,PENGURUSAN DANAHARTA NASIONAL BERHAD ACT 1998,29/08/1998,01/09/1998,01/09/1998,
200,586,PRIVATE HEALTHCARE FACILITIES AND SERVICES ACT 1998,18/08/1998,27/08/1998,01/05/2006,
200,585,SYARIAH COURT CIVIL PROCEDURE (FEDERAL TERRITORIES) ACT 1998,10/08/1998,27/08/1998,,
200,584,TEACHERS' SUPERANNUATION FUND (SABAH) (DISSOLUTION) ACT 1998,25/06/1998,09/07/1998,,
200,583,FEES (NATIONAL PLANETARIUM) (VALIDATION) ACT 1998,25/06/1998,09/07/1998,,
200,582,MALAYSIAN PALM OIL BOARD ACT 1998,25/06/1998,09/07/1998,01/05/2000,
200,581,WATER SUPPLY (FEDERAL TERRITORY OF KUALA LUMPUR) ACT 1998,04/03/1998,19/03/1998,,
200,580,COUNSELLORS ACT 1998,04/03/1998,19/03/1998,01/12/1998,
200,579,LABUAN OFFSHORE SECURITIES INDUSTRY ACT 1998,04/03/1998,19/03/1998,01/04/1998,
200,578,FINANCE ACT 1998,04/03/1998,19/03/1998,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/590_BI/ACT 578.pdf
