Start_Index,Publication_Date,PU_No,Title,Status,Date_of_Commencement,PDF_URL
2700,2021-02-08,P.U. (B) 83/2021,APPOINTMENT OF DATE OF COMING INTO OPERATION OF ELECTRONIC LAND ADMINISTRATION SYSTEM OF STRATA TITLES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210208_PUB83_2021.pdf
2700,2021-02-08,P.U. (B) 82/2021,APPOINTMENT OF DATE OF COMING INTO OPERATION OF ELECTRONIC LAND ADMINISTRATION SYSTEM,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210208_PUB82_2021.pdf
2700,2021-02-05,P.U. (B) 81/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 29099 MUKIM SETAPAK,PRINCIPAL,,
2700,2021-02-04,P.U. (B) 80/2021,APPOINTMENT UNDER SUBSECTION 6A(1A),PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210204_PUB80.pdf
2700,2021-02-03,P.U. (B) 79/2021,APPOINTMENT AND REVOCATION OF APPOINTMENT OF BOARD OFFICERS,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210203_P.U. (B) 79.docx.pdf
2700,2021-02-03,P.U. (B) 78/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8452 (29) PLACE KAMPUNG DURIAN TUNJONG,PRINCIPAL,,
2700,2021-02-03,P.U. (B) 77/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 9347 PLACE KAMPUNG LAJAU,PRINCIPAL,,
2700,2021-02-03,P.U. (B) 76/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8341 PLACE KAMPUNG SUNGAI BANGAT,PRINCIPAL,,
2700,2021-02-03,P.U. (B) 75/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7884 PLACE KAMPUNG BATU ARANG,PRINCIPAL,,
2700,2021-02-03,P.U. (B) 74/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 6579 PLACE KAMPUNG NAGALANG,PRINCIPAL,,
2700,2021-02-03,P.U. (B) 73/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 6390 PLACE KAMPUNG NAGALANG,PRINCIPAL,,
2700,2021-02-02,P.U. (B) 72/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210202_PUB72.pdf
2700,2021-01-27,P.U. (B) 71/2021,LIST OF LICENSEES - CORRIGENDUM,CORRIGENDUM,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210127_P.U. (B) 71.pdf
2700,2021-01-27,P.U. (B) 70/2021,AMENDMENT TO THE LIST OF LICENSEES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210127_P.U. (B) 70.pdf
2700,2021-01-27,P.U. (B) 69/2021,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210127_P.U. (B) 69.pdf
2700,2021-01-27,P.U. (B) 68/2021,NOTIFICATION OF VALUES OF PALM KERNEL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210127_P.U.(B) 68.pdf
2700,2021-01-26,P.U. (B) 67/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SARAWAK,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB67.pdf
2700,2021-01-26,P.U. (B) 66/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SABAH,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB66.pdf
2700,2021-01-26,P.U. (B) 65/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF LABUAN,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB65_2021_LABUAN.pdf
2700,2021-01-26,P.U. (B) 64/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - JOHORE,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB64_2020_JOHOR.pdf
2700,2021-01-26,P.U. (B) 63/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - MALACCA,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB63.pdf
2700,2021-01-26,P.U. (B) 62/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - NEGERI SEMBILAN,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB62.pdf
2700,2021-01-26,P.U. (B) 61/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF PUTRAJAYA,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB61.pdf
2700,2021-01-26,P.U. (B) 60/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF KUALA LUMPUR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB60.pdf
2700,2021-01-26,P.U. (B) 59/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SELANGOR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB59.pdf
2700,2021-01-26,P.U. (B) 58/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PAHANG,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB58.pdf
2700,2021-01-26,P.U. (B) 57/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PERAK,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB57.pdf
2700,2021-01-26,P.U. (B) 56/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PENANG,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB56.pdf
2700,2021-01-26,P.U. (B) 55/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - TERENGGANU,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB55.pdf
2700,2021-01-26,P.U. (B) 54/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - KELANTAN,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB54.pdf
2700,2021-01-26,P.U. (B) 53/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - KEDAH,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB53.pdf
2700,2021-01-26,P.U. (B) 52/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PERLIS,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB52.pdf
2700,2021-01-26,P.U. (B) 51/2021,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PARLIMEN,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210126_PUB51.pdf
2700,2021-01-25,P.U. (B) 50/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210125_PUB 50.pdf
2700,2021-01-25,P.U. (B) 49/2021,FREE ZONES (AMENDMENT OF FIRST SCHEDULE) NOTIFICATION 2021,PINDAAN,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/P.U. (B) 49-2021.pdf
2700,2021-01-25,P.U. (B) 48/2021,FREE ZONES (DECLARED AREA) NOTIFICATION 2021,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210125_PUB 48.pdf
2700,2021-01-25,P.U. (B) 47/2021,APPOINTMENT AND REVOCATION OF APPOINTMENT OF REGISTRAR FOR PERSONS WITH DISABILITIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210125_PUB47.pdf
2700,2021-01-22,P.U. (B) 46/2021,NOTICE OF AFFIRMATIVE FINAL ADMINISTRATIVE REVIEW DETERMINATION OF ANTI-DUMPING DUTY WITH REGARD TO IMPORT OF COLD ROLLED COILS OF ALLOY AND NON-ALLOY STEEL ORIGINATING OR EXPORTED FROM THE SOCIALIST REPUBLIC OF VIET NAM,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210122_PUB46.pdf
2700,2021-01-22,P.U. (B) 45/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8179 PLACE KAMPUNG RANCHA-RANCHA,PRINCIPAL,,
2700,2021-01-22,P.U. (B) 44/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7647 PLACE KAMPUNG BUKIT KALAM,PRINCIPAL,,
2700,2021-01-22,P.U. (B) 43/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7647 PLACE KAMPUNG BUKIT KALAM,PRINCIPAL,,
2700,2021-01-22,P.U. (B) 42/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 9550 PLACE KAMPUNG BATU ARANG,PRINCIPAL,,
2700,2021-01-22,P.U. (B) 41/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 1839 PLACE KAMPUNG BATU ARANG,PRINCIPAL,,
2700,2021-01-22,P.U. (B) 40/2021,"NOTICE OF INITIATION OF ADMINISTRATIVE REVIEW OF ANTI-DUMPING DUTY WITH REGARD TO IMPORTS OF PREPAINTED, PAINTED OR COLOUR COATED STEEL COILS ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA AND THE SOCIALIST REPUBLIC OF VIET NAM",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210122_PUB40.pdf
2700,2021-01-20,P.U. (B) 39/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 31225 PLACE KAMPUNG TANJUNG ARU,PRINCIPAL,,
2700,2021-01-20,P.U. (B) 38/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 6302 PLACE JALAN TENAGA BANDAR LABUAN,PRINCIPAL,,
2700,2021-01-20,P.U. (B) 37/2021,"RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 6301 PLACE JALAN TENAGA, BANDAR LABUAN",PRINCIPAL,,
2700,2021-01-20,P.U. (B) 36/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 480632 MUKIM KUALA LUMPUR,PRINCIPAL,,
2700,2021-01-20,P.U. (B) 35/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 81535 MUKIM BATU,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 34/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR  LOT 45646 MUKIM BATU,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 33/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7266 PLACE KG LAJAU,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 32/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 6546 TEMPAT KG BATU ARANG,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 31/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 10584 PLACE KG BATU ARANG,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 30/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8352 PLACE KG SUNGAI BUTON,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 29/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8329 PLACE KAMPUNG BATU ARANG,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 28/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 8221 PLACE KAMPUNG BATU ARANG,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 27/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7731 PLACE KG SUNGAI BANGAT,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 26/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7502 PLACE KAMPUNG SUNGAI BEDAUN,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 25/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7498 PLACE KAMPUNG SUNGAI BEDAUN,PRINCIPAL,,
2800,2021-01-20,P.U. (B) 24/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 7497 PLACE KAMPUNG SUNGAI BEDAUN,PRINCIPAL,,
2800,2021-01-19,P.U. (B) 23/2021,APPOINTMENT OF JUDGE OF THE SYARIAH HIGH COURT,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210119_P.U.(B) 23.pdf
2800,2021-01-15,P.U. (B) 22/2021,APPOINTMENT UNDER SECTION 19,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210115_PUB22_2021.pdf
2800,2021-01-15,P.U. (B) 21/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210115_PUB21_2021.pdf
2800,2021-01-14,P.U. (B) 20/2021,APPOINTMENT OF MEMBER OF THE AUTHORITY,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210114_PUB20.pdf
2800,2021-01-14,P.U. (B) 19/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 201417 DISTRICT FEDERAL TERRITORY OF KUALA LUMPUR,PRINCIPAL,,
2800,2021-01-13,P.U. (B) 18/2021,NOTIFICATION OF VALUES OF CRUDE PALM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210113_PUB18_2021.pdf
2800,2021-01-13,P.U. (B) 17/2021,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210113_P.U. (B) 17.pdf
2800,2021-01-11,P.U. (B) 16/2021,NOTICE OF PROPOSED REVOCATION OF RESERVATION OF LAND  FOR PUBLIC PURPOSE FOR LOT 80835 MUKIM BATU,PRINCIPAL,,
2800,2021-01-11,P.U. (B) 15/2021,APPOINTMENT OF NOTARIES PUBLIC UNDER SUBSECTION 3(1),PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210111_PUB15.pdf
2800,2021-01-11,P.U. (B) 14/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210111_PUB14.pdf
2800,2021-01-11,P.U. (B) 13/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210111_PUB13.pdf
2800,2021-01-11,P.U. (B) 12/2021,NOTICE OF NEGATIVE PRELIMINARY DETERMINATION OF SAFEGUARD INVESTIGATION WITH REGARD TO CERAMIC FLOOR AND WALL TILES PRODUCTS IMPORTED INTO MALAYSIA,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210111_PUB12.pdf
2800,2021-01-08,P.U. (B) 11/2021,REVOCATION OF APPOINTMENT OF ASSISTANT PUBLIC PROSECUTOR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210108_PUB11.pdf
2800,2021-01-08,P.U. (B) 10/2021,APPOINTMENT OF DEPUTY PUBLIC PROSECUTOR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210108_PUB10.pdf
2800,2021-01-08,P.U. (B) 9/2021,APPOINTMENT OF DEPUTY PUBLIC PROSECUTOR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210108_PUB9.pdf
2800,2021-01-07,P.U. (B) 8/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 201761 MUKIM SETAPAK,PRINCIPAL,,
2800,2021-01-07,P.U. (B) 7/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 103889 MUKIM PETALING,PRINCIPAL,,
2800,2021-01-07,P.U. (B) 6/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20025 BANDAR KUALA LUMPUR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210107_PUB6.pdf
2800,2021-01-07,P.U. (B) 5/2021,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20017 BANDAR KUALA LUMPUR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210107_PUB5.pdf
2800,2021-01-06,P.U. (B) 4/2021,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210106_PUB4.pdf
2800,2021-01-05,P.U. (B) 3/2021,APPOINTMENT AND REVOCATION APPOINTMENT OF MEMBERS AND  ALTERNATE MEMBERS OF THE BOARD,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210105_P.U. (B) 3.pdf
2800,2021-01-05,P.U. (B) 2/2021,APPOINTMENT OF MEMBERS AND ALTERNATE MEMBERS OF THE BOARD,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210105_P.U. (B) 2.pdf
2800,2021-01-04,P.U. (B) 1/2021,APPOINTMENT AND REVOCATION OF APPOINTMENT OF ASSISTANT REGISTAR OF FISHERMEN’S ASSOCIATIONS - CORRIGENDUM,CORRIGENDUM,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20210104_PUB1_2021.pdf
2800,2020-12-31,P.U. (B) 719/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,
2800,2020-12-31,P.U. (B) 718/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,
2800,2020-12-31,P.U. (B) 717/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,
2800,2020-12-31,P.U. (B) 716/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,
2800,2020-12-31,P.U. (B) 715/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,
2800,2020-12-31,P.U. (B) 714/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201231_PUB714.pdf
2800,2020-12-31,P.U. (B) 713/2020,LIST OF REGISTERED VETERINARY SURGEONS ISSUED WITH ANNUAL PRACTISING CERTIFICATE FOR THE YEAR 2020,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201231_PUB713.pdf
2800,2020-12-30,P.U. (B) 712/2020,APPOINTMENT AND REVOCATION OF APPOINTMENT OF DEPUTY DIRECTOR GENERAL OF THE BOARD,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201230_PUB712.pdf
2800,2020-12-29,P.U. (B) 711/2020,REVOCATION OF PRESCRIPTION OF AMOUNT OF INDEBTEDNESS OF COMPANY,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201229_PUB711_2020.pdf
2800,2020-12-24,P.U. (B) 710/2020,"NOTICE OF AFFIRMATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF POLYETHYLENE TEREPHTHALATE ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA, THE REPUBLIC OF INDONESIA, THE REPUBLIC OF KOREA AND THE SOCIALIST REPUBLIC OF VIET NAM",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201224_PUB710.pdf
2800,2020-12-24,P.U. (B) 709/2020,"NOTICE OF AFFIRMATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF COLD ROLLED STAINLESS STEEL IN COILS, SHEETS OR ANY OTHER FORM ORIGINATING OR EXPORTED FROM THE REPUBLIC OF INDONESIA AND THE SOCIALIST REPUBLIC OF VIET NAM",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201224_PUB709.pdf
2800,2020-12-24,P.U. (B) 708/2020,NOTICE OF NEGATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF POLYETHYLENE TEREPHTHALATE ORIGINATING OR EXPORTED FROM THE PEOPLE’S REPUBLIC OF CHINA AND THE SOCIALIST REPUBLIC OF VIET NAM,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201224_PUB708.pdf
2800,2020-12-24,P.U. (B) 707/2020,NOTICE OF NEGATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO THE IMPORTS OF POLYETHYLENE TEREPHTHALATE ORIGINATING OR EXPORTED FROM JAPAN AND THE UNITED STATES OF AMERICA,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201224_PUB707.pdf
2800,2020-12-24,P.U. (B) 706/2020,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201224_PUB706.pdf
2800,2020-12-24,P.U. (B) 705/2020,NOTICE REGARDING THE CERTIFICATION AND INSPECTION OF THE SUPPLEMENTARY ELECTORAL ROLL FOR THE THIRD QUARTER OF THE YEAR 2020 (NO. 2),PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201228_PUB7052020.pdf
2800,2020-12-23,P.U. (B) 704/2020,NOTIFICATION OF REGISTRATION OF NEW PLANT VARIETY AND GRANT OF BREEDER’S RIGHT,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201223_PUB 704.pdf
2800,2020-12-23,P.U. (B) 703/2020,NOTIFICATION OF VALUES OF PALM KERNEL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201223_PUB 703.pdf
2800,2020-12-23,P.U. (B) 702/2020,NOTIFICATION OF VALUES OF CRUDE PALM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201223_PUB 702.pdf
2800,2020-12-22,P.U. (B) 701/2020,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201222_PUB701.pdf
2800,2020-12-22,P.U. (B) 700/2020,APPOINTMENT OF LOCK-UP TO BE A PLACE  OF CONFINEMENT,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201222_PUB700.pdf
2800,2020-12-22,P.U. (B) 699/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 201651 MUKIM SETAPAK,PRINCIPAL,,
2800,2020-12-22,P.U. (B) 698/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 20005 CITY KUALA LUMPUR,PRINCIPAL,,
2800,2020-12-21,P.U. (B) 697/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 30159 PLACE KAMPUNG LUBOK TEMIANG,PRINCIPAL,,
2800,2020-12-21,P.U. (B) 696/2020,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 31037 PLACE KAMPUNG SUNGAI KELING,PRINCIPAL,,
2800,2020-12-21,P.U. (B) 695/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201221_P.U. (B) 695.pdf
2800,2020-12-17,P.U. (B) 694/2020,NOTIFICATION OF VALUES OF CRUDE PETROLEUM OIL UNDER SECTION 12,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201217_PUB694.pdf
2800,2020-12-17,P.U. (B) 693/2020,APPOINTMENT OF DATE OF COMING INTO OPERATION,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201217_PUB693.pdf
2800,2020-12-17,P.U. (B) 692/2020,APPOINTMENT OF GAMING EXPERT,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201217_PUB692.pdf
2800,2020-12-16,P.U. (B) 691/2020,NOTICE TO THIRD PARTIES,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201216_PUB691.pdf
2800,2020-12-16,P.U. (B) 690/2020,"APPOINTMENT AND REVOCATION OF APPOINTMENT OF DEPUTY COMMISSIONER, ASSISTANT COMMISSIONER AND DISTRICT SUPERINTENDENT",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201216_P.U (B) 690.pdf
2800,2020-12-16,P.U. (B) 689/2020,EXTENSION OF PERIOD OF CENSUS,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201216_P.U. (B) 689.pdf
2800,2020-12-16,P.U. (B) 688/2020,EXTENSION OF PERIOD OF CENSUS,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201216_P.U. (B) 688.pdf
2800,2020-12-14,P.U. (B) 687/2020,APPOINTMENT AND REVOCATION OF APPOINTMENT OF COLLECTOR OF ESTATE DUTY AND ASSISTANT COLLECTOR OF ESTATE DUTY,PRINCIPAL,,
2800,2020-12-14,P.U. (B) 686/2020,DECLARATION OF QUARANTINE STATIONS (NO. 21) 2020,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201214_PUB686_2020.pdf
2800,2020-12-14,P.U. (B) 685/2020,NOTICE OF APPLICATION FOR REGISTRATION AND TRANSFER OF REGISTRATION OF ELECTOR,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20201214_PUB685_2020.pdf
