Start_Index,Publication_Date,PU_No,Title,Status,Date_of_Commencement,PDF_URL
400,2024-11-28,P.U. (A) 371/2024,SERVICE TAX (IMPOSITION OF TAX FOR TAXABLE SERVICE IN RESPECT OF DESIGNATED AREAS AND SPECIAL AREAS) (AMENDMENT) (NO. 2) ORDER 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495689/PUA371_2024.pdf
400,2024-11-28,P.U. (A) 370/2024,SERVICE TAX (IMPOSITION OF TAX FOR  TAXABLE SERVICE IN RESPECT OF DESIGNATED AREAS RELATING TO PULAU 1 AND SPECIAL AREAS)  ORDER 2024,PRINCIPAL,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495688/PUA 370 (2024).pdf
400,2024-11-27,P.U. (A) 369/2024,SALES TAX (IMPOSITION OF SALES TAX                                            IN RESPECT OF DESIGNATED AREAS)  (AMENDMENT) ORDER 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495690/PUA 369.pdf
400,2024-11-27,P.U. (A) 368/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT) (NO. 15) ORDER 2024,AMENDMENT,29/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2527969/PUA368_2024.pdf
400,2024-11-27,P.U. (A) 367/2024,INCOME TAX (EXEMPTION) (NO. 4) ORDER 2022 (AMENDMENT) ORDER 2024,AMENDMENT,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2514538/PUA 367.pdf
400,2024-11-27,P.U. (A) 366/2024,SALES TAX (COMPOUNDING OF OFFENCES) (AMENDMENT) (NO. 2) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2527216/PUA366_2024.pdf
400,2024-11-27,P.U. (A) 365/2024,CUSTOMS (COMPOUNDING OF OFFENCES) (AMENDMENT) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2527145/PUA365_2024.pdf
400,2024-11-27,P.U. (A) 364/2024,EXCISE (COMPOUNDING OF OFFENCES) (AMENDMENT) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2527162/PUA 364.pdf
400,2024-11-27,P.U. (A) 363/2024,CUSTOMS (AMENDMENT) (NO. 3)  REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495784/PUA363_2024.pdf
400,2024-11-27,P.U. (A) 362/2024,SALES TAX (AMENDMENT) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495472/PUA362_2024.pdf
400,2024-11-27,P.U. (A) 361/2024,EXCISE DUTIES (PULAU 1) ORDER 2024,PRINCIPAL,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495461/PUA 361.pdf
400,2024-11-27,P.U. (A) 360/2024,CUSTOMS (PROHIBITION OF IMPORTS) (AMENDMENT) (NO. 4) ORDER 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495502/PUA360_2024.pdf
400,2024-11-27,P.U. (A) 359/2024,EXCISE (AMENDMENT) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2490571/PUA 359.pdf
400,2024-11-27,P.U. (A) 358/2024,FREE ZONES (AMENDMENT) REGULATIONS 2024,AMENDMENT,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2490600/PUA358_2024.pdf
400,2024-11-27,P.U. (A) 357/2024,CUSTOMS DUTIES (PULAU 1) ORDER 2024,PRINCIPAL,01/12/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2491381/PUA357_2024.pdf
400,2024-11-26,P.U. (A) 356/2024,COMPANIES (AMENDMENT) REGULATIONS 2024,AMENDMENT,30/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2522413/PUA 356_2024.pdf
400,2024-11-25,P.U. (A) 355/2024,FEDERAL ROADS (FELDA SCHEME)  (AMENDMENT) (NO. 4) ORDER 2024,AMENDMENT,30/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2514535/PUA 355.pdf
400,2024-11-25,P.U. (A) 354/2024,SERVICE TAX (AMENDMENT) (NO. 2) REGULATIONS 2024,AMENDMENT,27/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2518334/PUA_354.pdf
400,2024-11-22,P.U. (A) 353/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 14) ORDER 2024,PRINCIPAL,25/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2514536/P.U. (A) 353_2024.pdf
400,2024-11-22,P.U. (A) 352/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT)    (NO. 14) ORDER 2024,AMENDMENT,29/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2514472/PUA 352 (2024).pdf
400,2024-11-22,P.U. (A) 351/2024,APPROVED LABORATORIES (AMENDMENT) ORDER 2024,AMENDMENT,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2497223/P.U. (A) 351_2024.pdf
400,2024-11-22,P.U. (A) 350/2024,ENTERTAINMENTS DUTY (EXEMPTION) (NO. 7) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2514274/PUA 350 (2024).pdf
400,2024-11-20,P.U. (A) 349/2024,STAMP DUTY (EXEMPTION) (NO. 8) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2509005/PUA_349.pdf
400,2024-11-20,P.U. (A) 348/2024,STAMP DUTY (EXEMPTION) (NO. 7) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2508996/PUA_348.pdf
400,2024-11-20,P.U. (A) 347/2024,STAMP DUTY (EXEMPTION) (NO. 6) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2509015/PUA347_2024.pdf
400,2024-11-20,P.U. (A) 346/2024,STAMP DUTY (EXEMPTION) (NO. 5) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2507519/PUA346_2024.pdf
500,2024-11-20,P.U. (A) 345/2024,STAMP DUTY (EXEMPTION) (NO. 4) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2509021/PUA345_2024.pdf
500,2024-11-20,P.U. (A) 344/2024,STAMP DUTY (EXEMPTION) (NO. 3) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2507081/PUA344_2024.pdf
500,2024-11-20,P.U. (A) 343/2024,STAMP DUTY (EXEMPTION) (NO. 2) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2507090/PUA343_2024.pdf
500,2024-11-14,P.U. (A) 342/2024,PORT AUTHORITIES (FEDERAL TERRITORY OF LABUAN PORT  AND VICTORIA BAY PORT) ORDER 2024,PRINCIPAL,15/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2494143/PUA 342_2024.pdf
500,2024-11-14,P.U. (A) 341/2024,BINTULU PORT AUTHORITY (EXTENSION OF FUNCTIONS) (REVOCATION) ORDER 2024,CANCEL,15/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2493457/P.U. (A) 341_2024.pdf
500,2024-11-13,P.U. (A) 340/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI MALAYSIA SABAH)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,30/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2489716/PUA 340 (2024).pdf
500,2024-11-07,P.U. (A) 339/2024,FEDERATION LIGHT DUES (RATES OF LIGHT DUES) REGULATIONS 1985,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2476510/PUA 339_2024.pdf
500,2024-11-07,P.U. (A) 338/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI PENDIDIKAN SULTAN IDRIS)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,11/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2473814/P.U. (A) 338_2024.pdf
500,2024-11-07,P.U. (A) 337/2024,FEDERAL ROADS (SARAWAK) (AMENDMENT)  (NO. 7) ORDER 2024,AMENDMENT,08/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2476748/PUA 337_2024.pdf
500,2024-11-04,P.U. (A) 336/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 13) ORDER 2024,PRINCIPAL,05/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2466968/PUA 336.pdf
500,2024-11-01,P.U. (A) 335/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI TEKNIKAL MALAYSIA MELAKA)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,04/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2462447/PUA 335.pdf
500,2024-10-31,P.U. (A) 334/2024,UNIVERSITI SAINS MALAYSIA (HEALTH CAMPUS) (KUBANG KERIAN BRANCH) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2461760/PUA 334.pdf
500,2024-10-31,P.U. (A) 333/2024,UNIVERSITI SAINS MALAYSIA (ENGINEERING CAMPUS) (NIBONG TEBAL BRANCH) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2461765/PUA 333.pdf
500,2024-10-31,P.U. (A) 332/2024,UNIVERSITY AT PULAU PINANG (INCORPORATION) (AMENDMENT) ORDER 2024,AMENDMENT,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2462441/PUA 332.pdf
500,2024-10-31,P.U. (A) 331/2024,AUDIT (ACCOUNTS OF OTHER BODIES) (AMENDMENT) ORDER 2024,AMENDMENT,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2389314/PUA 331.pdf
500,2024-10-30,P.U. (A) 330/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI TUN HUSSEIN ONN MALAYSIA) (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2460566/PUA 330 (2024).pdf
500,2024-10-30,P.U. (A) 329/2024,UNIVERSITI SAINS MALAYSIA (DISCIPLINE OF STUDENTS) (AMENDMENT) RULES 2024,AMENDMENT,04/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2461735/PUA329_2024.pdf
500,2024-10-30,P.U. (A) 328/2024,INCOME TAX (ACCELERATED CAPITAL ALLOWANCE) (INFORMATION AND COMMUNICATION TECHNOLOGY EQUIPMENT) RULES 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2460510/PUA 328 (2024).pdf
500,2024-10-30,P.U. (A) 327/2024,INCOME TAX (CAPITAL ALLOWANCE)  (DEVELOPMENT COST FOR CUSTOMISED COMPUTER SOFTWARE) RULES 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2460507/PUA 327 (2024).pdf
500,2024-10-30,P.U. (A) 326/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (UNIVERSITI MALAYSIA TERENGGANU)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2461860/PUA 326 (2024).pdf
500,2024-10-30,P.U. (A) 325/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (UNIVERSITI TEKNOLOGI MALAYSIA) (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2460540/PUA 325 (2024).pdf
500,2024-10-30,P.U. (A) 324/2024,SYARIE LEGAL PROFESSION (FEDERAL TERRITORIES) (FEES) RULES 2024,PRINCIPAL,01/01/2025,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2461845/PUA 324 (2024).pdf
500,2024-10-30,P.U. (A) 323/2024,UNIVERSITIES AND UNIVERSITY COLLEGES                (UNIVERSITI PERTAHANANAN NASIONAL MALAYSIA)              (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2460424/PUA323_2024.pdf
500,2024-10-30,P.U. (A) 322/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH) (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2443640/PUA322_2024.pdf
500,2024-10-29,P.U. (A) 321/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 12) ORDER 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2455104/PUA 321_2024.pdf
500,2024-10-28,P.U. (A) 320/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI SULTAN ZAINAL ABIDIN)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,29/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2455590/PUA 320_2024.pdf
500,2024-10-28,P.U. (A) 319/2024,ROAD TRANSPORT  (PROHIBITION OF USE OF ROAD)  (FEDERAL ROADS) (NO. 11) ORDER 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2453822/PUA 319_2024.pdf
500,2024-10-28,P.U. (A) 318/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (UNIVERSITI SAINS ISLAM MALAYSIA) (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,01/11/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2454856/PUA 318.pdf
500,2024-10-28,P.U. (A) 317/2024,FEDERAL ROADS (FELDA SCHEME)  (AMENDMENT) (NO. 3) ORDER 2024,AMENDMENT,30/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2454117/PUA 317.pdf
500,2024-10-28,P.U. (A) 316/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT)  (NO. 13) ORDER 2024,AMENDMENT,30/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2453829/PUA 316_2024.pdf
500,2024-10-28,P.U. (A) 315/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT)                 (NO. 12) ORDER 2024,AMENDMENT,30/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2453872/PUA 315.pdf
500,2024-10-25,P.U. (A) 314/2024,PRICE CONTROL AND ANTI-PROFITEERING (PRICE MARKING OF PRICE-CONTROLLED GOODS) (NO. 6) ORDER 2024,PRINCIPAL,28/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2449758/PUA_314.pdf
500,2024-10-25,P.U. (A) 313/2024,PRICE CONTROL AND ANTI-PROFITEERING  (DETERMINATION OF MAXIMUM PRICE) (NO. 6) ORDER 2024,PRINCIPAL,28/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2449759/PUA 313_2024.pdf
500,2024-10-25,P.U. (A) 312/2024,CONTROL OF SUPPLIES (CONTROLLED ARTICLES) (NO. 5) ORDER 2024,PRINCIPAL,28/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2449760/PUA_312.pdf
500,2024-10-24,P.U. (A) 311/2024,ENTERTAINMENTS DUTY  (EXEMPTION) (NO. 6) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2448790/PUA 311_2024.pdf
500,2024-10-23,P.U. (A) 310/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI UTARA MALAYSIA)  (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,27/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2445395/PUA310_2024.pdf
500,2024-10-22,P.U. (A) 309/2024,LICENSED LAND SURVEYORS (AMENDMENT) REGULATIONS 2024,AMENDMENT,23/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2440479/PUA309_2024.pdf
500,2024-10-22,P.U. (A) 308/2024,FEDERAL TERRITORY OF LABUAN (EXTENSION AND MODIFICATION OF LICENSED LAND SURVEYORS ACT) (REVOCATION) ORDER 2024,CANCEL,23/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2442788/PUA308_2024.pdf
500,2024-10-21,P.U. (A) 307/2024,PETROLEUM (INCOME TAX)  (INVESTMENT ALLOWANCE) (AMENDMENT)  REGULATIONS 2024,AMENDMENT,01/01/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2434145/PUA 307_2024.pdf
500,2024-10-18,P.U. (A) 306/2024,ROAD TRANSPORT  (PROHIBITION OF USE OF ROAD)  (FEDERAL ROADS) (NO. 10) ORDER 2024,PRINCIPAL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2431586/P.U. (A) 306_2024.pdf
500,2024-10-18,P.U. (A) 305/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 9) ORDER 2024,PRINCIPAL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2433252/PUA305_2024.pdf
500,2024-10-18,P.U. (A) 304/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 8) ORDER 2024,PRINCIPAL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2433224/P.U. (A) 304_2024.pdf
500,2024-10-17,P.U. (A) 303/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (UNIVERSITI MALAYSIA PERLIS) (DISCIPLINE OF STUDENTS) RULES 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2430493/PUA 303.pdf
500,2024-10-17,P.U. (A) 302/2024,PRINTING OF QUR’ANIC TEXTS  (COMPOUNDING OF OFFENCES) REGULATIONS 2024,PRINCIPAL,18/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2428830/PUA302_2024.pdf
500,2024-10-16,P.U. (A) 301/2024,FINANCIAL SERVICES (DIRECTORS AND OFFICERS LIABILITY INSURANCE IN ACCORDANCE WITH  THE COMPREHENSIVE AND PROGRESSIVE AGREEMENT FOR TRANS-PACIFIC PARTNERSHIP) (EXEMPTION) ORDER 2024,PRINCIPAL,29/11/2027,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2428715/PUA 301.pdf
500,2024-10-16,P.U. (A) 300/2024,FINANCIAL SERVICES (PRODUCT LIABILITY INSURANCE AND REINSURANCE IN ACCORDANCE WITH  THE COMPREHENSIVE AND PROGRESSIVE AGREEMENT FOR TRANS-PACIFIC PARTNERSHIP) (EXEMPTION) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2428731/PUA 300.pdf
500,2024-10-16,P.U. (A) 299/2024,"FINANCIAL SERVICES (APPROVED MARINE, AVIATION AND TRANSIT INSURANCE BROKERS) (AMENDMENT  OF SCHEDULE) REGULATIONS 2024",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2428651/PUA 299 (2024).pdf
500,2024-10-16,P.U. (A) 298/2024,"FINANCIAL SERVICES (APPROVED MARINE, AVIATION AND TRANSIT INSURERS) (AMENDMENT OF SCHEDULE) REGULATIONS 2024",PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2428656/PUA 298.pdf
500,2024-10-15,P.U. (A) 297/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (NORTH SOUTH EXPRESSWAY) (REVOCATION)            ORDER 2024,CANCEL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2422236/PUA297_2024.pdf
500,2024-10-15,P.U. (A) 296/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 26) (REVOCATION) ORDER 2024,CANCEL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2423626/PUA 296_2024.pdf
500,2024-10-15,P.U. (A) 295/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 25) (REVOCATION) ORDER 2024,CANCEL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2423566/PUA295_2024.pdf
500,2024-10-15,P.U. (A) 294/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT) (NO. 11) ORDER 2024,AMENDMENT,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2422241/PUA 294_2024.pdf
500,2024-10-15,P.U. (A) 134/1990,STATUTORY AND LOCAL AUTHORITIES PENSIONS REGULATIONS 1990,REPRINT ONLINE,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2149662_BI/P.U. (A) 134_1990 (Online 2024).pdf
500,2024-10-14,P.U. (A) 293/2024,PETROLEUM (INCOME TAX) (DEDUCTION OF ABANDONMENT EXPENDITURE) RULES 1997,PRINCIPAL,15/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2414509/P.U. (A) 293_2024.pdf
500,2024-10-11,P.U. (A) 292/2024,OCCUPATIONAL SAFETY AND HEALTH   (EXEMPTION FOR PLANT REQUIRING CERTIFICATE OF FITNESS AT THE PLACE OF WORK OF PETRONAS WITHIN MARITIME ZONES) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2413119/PUA 292_2024.pdf
500,2024-10-11,P.U. (A) 291/2024,TRADE DESCRIPTIONS (CERTIFICATION AND MARKING OF ENGINE OIL  FOR MOTOR VEHICLE) ORDER 2024,PRINCIPAL,07/04/2025,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2416226/PUA 291.pdf
500,2024-10-08,P.U. (A) 290/2024,INCOME TAX (INITIAL PUBLIC OFFERING) (EXEMPTION)  ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2363374/P.U. (A) 290_2024.pdf
500,2024-10-08,P.U. (A) 289/2024,INCOME TAX  (RESTRUCTURING OF COMPANIES SCHEME) (EXEMPTION) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2397836/PUA289_2024.DOC.pdf
500,2024-10-07,P.U. (A) 288/2024,FEDERAL ROADS (WEST MALAYSIA) (AMENDMENT)   (NO. 10) ORDER 2024,PRINCIPAL,21/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2402048/PUA 288 (2024).pdf
500,2024-10-04,P.U. (A) 287/2024,TRADE DESCRIPTIONS (CERTIFICATION AND MARKING OF HALAL) (AMENDMENT) ORDER 2024,AMENDMENT,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2398437/PUA_287.pdf
500,2024-10-04,P.U. (A) 286/2024,EDUCATION (TERMS OF EDUCATIONAL INSTITUTIONS ACADEMIC CALENDAR 2025/2026) REGULATIONS 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2398467/PUA 286.pdf
500,2024-10-04,P.U. (A) 285/2024,SYARIE LEGAL PROFESSION  (FEDERAL TERRITORIES) (AMENDMENT OF SECOND SCHEDULE) ORDER 2024,PRINCIPAL,,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2361603/PUA_285.pdf
500,2024-10-02,P.U. (A) 284/2024,UNIVERSITIES AND UNIVERSITY COLLEGES   (CONSTITUTION OF THE UNIVERSITI SULTAN ZAINAL ABIDIN) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392792/PUA284_2024.pdf
500,2024-10-02,P.U. (A) 283/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI PUTRA MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392827/PUA283_2024.pdf
500,2024-10-02,P.U. (A) 282/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI MALAYSIA SABAH) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392780/PUA282_2024.pdf
500,2024-10-02,P.U. (A) 281/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI TUN HUSSEIN ONN MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392698/PUA281_2024.pdf
500,2024-10-02,P.U. (A) 280/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI PERTAHANAN NASIONAL MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392847/PUA280_2024.pdf
500,2024-10-02,P.U. (A) 279/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI MALAYSIA TERENGGANU) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392894/PUA279_2024.pdf
500,2024-10-02,P.U. (A) 278/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI MALAYSIA PAHANG) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392793/PUA278_2024.pdf
500,2024-10-02,P.U. (A) 277/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (CONSTITUTION OF THE UNIVERSITI KEBANGSAAN MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392813/PUA277_2024.pdf
500,2024-10-02,P.U. (A) 276/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI MALAYSIA SARAWAK) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392893/PUA276_2024.pdf
500,2024-10-02,P.U. (A) 275/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI TEKNOLOGI MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392804/PUA275_2024.pdf
500,2024-10-02,P.U. (A) 274/2024,UNIVERSITIES AND UNIVERSITY COLLEGES (CONSTITUTION OF THE UNIVERSITI SAINS MALAYSIA) (AMENDMENT) ORDER 2024,AMENDMENT,02/10/2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392801/PUA274_2024.pdf
